Week ending,Jurisdiction,Age group,Cumulative number of people who have received at least 1 dose,Cumulative number of people who have completed the primary series,"Cumulative number of people who, in the last months, have completed the primary series or received a booster dose",Cumulative percent of people who have received at least 1 dose,Cumulative percent of people who have completed the primary series,"Cumulative percent of people who, in the last months, have completed the primary series or received a booster dose"
2021-12-25,Manitoba,12 years and older,"1,062,339","1,033,321",n/a,90.30%,87.90%,n/a
2021-12-25,Manitoba,18 years and older,"976,841","952,466",n/a,90.90%,88.60%,n/a
2021-12-25,Saskatchewan,Total population,"925,360","844,544",n/a,78.40%,71.60%,n/a
2021-12-25,Saskatchewan,5 years and older,"924,965","844,236",n/a,83.60%,76.30%,n/a
2021-12-25,Saskatchewan,12 years and older,"876,993","839,399",n/a,88.00%,84.20%,n/a
2021-12-25,Saskatchewan,18 years and older,"801,414","769,162",n/a,88.30%,84.80%,n/a
2021-12-25,Alberta,Total population,"3,442,633","3,192,081",n/a,77.50%,71.80%,n/a
2021-12-25,Alberta,5 years and older,"3,442,614","3,192,080",n/a,82.30%,76.30%,n/a
2021-12-25,Alberta,12 years and older,"3,311,666","3,178,099",n/a,87.30%,83.80%,n/a
2021-12-25,Alberta,18 years and older,"3,045,372","2,927,069",n/a,87.80%,84.40%,n/a
2021-12-25,British Columbia,Total population,"4,358,089","4,083,118",n/a,83.60%,78.30%,n/a
2021-12-25,British Columbia,5 years and older,"4,358,089","4,083,118",n/a,87.30%,81.80%,n/a
2021-12-25,British Columbia,12 years and older,"4,236,122","4,082,855",n/a,91.20%,87.90%,n/a
2021-12-25,British Columbia,18 years and older,"3,967,989","3,828,175",n/a,91.40%,88.20%,n/a
2021-12-25,Yukon,Total population,"35,825","32,811",n/a,83.10%,76.10%,n/a
2021-12-25,Yukon,5 years and older,"35,696","32,714",n/a,87.30%,80.00%,n/a
2021-12-25,Yukon,12 years and older,"34,100","32,714",n/a,90.80%,87.10%,n/a
2021-12-25,Yukon,18 years and older,"31,874","30,627",n/a,91.40%,87.80%,n/a
2021-12-25,Northwest Territories,Total population,"34,048","31,045",n/a,78.30%,71.40%,n/a
2021-12-25,Northwest Territories,5 years and older,"33,917","30,946",n/a,83.40%,76.10%,n/a
2021-12-25,Northwest Territories,12 years and older,"31,924","30,911",n/a,87.30%,84.50%,n/a
2021-12-25,Northwest Territories,18 years and older,"29,041","28,198",n/a,87.50%,85.00%,n/a
2021-12-25,Nunavut,Total population,"30,150","25,173",n/a,76.50%,63.90%,n/a
2021-12-25,Nunavut,5 years and older,"29,991","25,029",n/a,84.90%,70.80%,n/a
2021-12-25,Nunavut,12 years and older,"27,484","25,029",n/a,93.40%,85.00%,n/a
2021-12-25,Nunavut,18 years and older,"23,830","21,880",n/a,95.40%,87.60%,n/a
2022-01-01,Canada,Total population,"31,577,938","29,392,955",n/a,82.60%,76.90%,n/a
2022-01-01,Canada,5 years and older,"31,573,521","29,389,875",n/a,86.80%,80.80%,n/a
2022-01-01,Canada,12 years and older,"30,261,117","29,333,136",n/a,90.40%,87.60%,n/a
2022-01-01,Canada,18 years and older,"28,110,154","27,292,798",n/a,90.60%,88.00%,n/a
2022-01-01,Newfoundland and Labrador,Total population,"485,985","447,752",n/a,93.40%,86.00%,n/a
2022-01-01,Newfoundland and Labrador,5 years and older,"485,958","447,741",n/a,97.00%,89.40%,n/a
2022-01-01,Newfoundland and Labrador,12 years and older,"462,525","447,703",n/a,98.90%,95.70%,n/a
2022-01-01,Newfoundland and Labrador,18 years and older,"430,073","417,010",n/a,98.60%,95.60%,n/a
2022-01-01,Prince Edward Island,Total population,"143,805","134,148",n/a,87.50%,81.60%,n/a
2022-01-01,Prince Edward Island,5 years and older,"143,567","133,985",n/a,91.30%,85.20%,n/a
2022-01-01,Prince Edward Island,12 years and older,"138,636","133,985",n/a,95.30%,92.10%,n/a
2022-01-01,Prince Edward Island,18 years and older,"128,894","124,807",n/a,95.90%,92.80%,n/a
2022-01-01,Nova Scotia,Total population,"872,959","804,519",n/a,88.00%,81.10%,n/a
2022-01-01,Nova Scotia,5 years and older,"872,958","804,519",n/a,91.80%,84.60%,n/a
2022-01-01,Nova Scotia,12 years and older,"834,696","804,487",n/a,94.40%,91.00%,n/a
2022-01-01,Nova Scotia,18 years and older,"778,124","751,084",n/a,94.20%,90.90%,n/a
2022-01-01,New Brunswick,Total population,"680,019","626,316",n/a,86.20%,79.40%,n/a
2022-01-01,New Brunswick,5 years and older,"679,706","626,096",n/a,89.90%,82.80%,n/a
2022-01-01,New Brunswick,12 years and older,"654,280","626,084",n/a,93.20%,89.20%,n/a
2022-01-01,New Brunswick,18 years and older,"610,773","584,853",n/a,93.50%,89.50%,n/a
2022-01-01,Quebec,Total population,"7,251,371","6,739,083",n/a,84.30%,78.30%,n/a
2022-01-01,Quebec,5 years and older,"7,251,192","6,739,083",n/a,88.60%,82.40%,n/a
2022-01-01,Quebec,12 years and older,"6,886,552","6,719,956",n/a,91.40%,89.20%,n/a
2022-01-01,Quebec,18 years and older,"6,406,155","6,267,281",n/a,91.50%,89.50%,n/a
2022-01-01,Ontario,Total population,"12,160,616","11,375,604",n/a,82.00%,76.70%,n/a
2022-01-01,Ontario,5 years and older,"12,157,866","11,373,594",n/a,86.10%,80.60%,n/a
2022-01-01,Ontario,12 years and older,"11,689,240","11,360,013",n/a,89.70%,87.10%,n/a
2022-01-01,Ontario,18 years and older,"10,864,654","10,571,482",n/a,90.00%,87.50%,n/a
2022-01-01,Manitoba,Total population,"1,122,812","1,035,682",n/a,81.10%,74.80%,n/a
2022-01-01,Manitoba,5 years and older,"1,122,756","1,035,670",n/a,86.30%,79.60%,n/a
2022-01-01,Manitoba,12 years and older,"1,063,185","1,034,608",n/a,90.40%,88.00%,n/a
2022-01-01,Manitoba,18 years and older,"977,581","953,543",n/a,91.00%,88.70%,n/a
2022-01-01,Saskatchewan,Total population,"928,182","849,304",n/a,78.70%,72.00%,n/a
2022-01-01,Saskatchewan,5 years and older,"927,766","848,982",n/a,83.80%,76.70%,n/a
2022-01-01,Saskatchewan,12 years and older,"878,239","841,136",n/a,88.10%,84.40%,n/a
2022-01-01,Saskatchewan,18 years and older,"802,872","770,981",n/a,88.50%,85.00%,n/a
2022-01-01,Alberta,Total population,"3,456,323","3,199,623",n/a,77.80%,72.00%,n/a
2022-01-01,Alberta,5 years and older,"3,456,303","3,199,622",n/a,82.60%,76.50%,n/a
2022-01-01,Alberta,12 years and older,"3,317,965","3,184,789",n/a,87.50%,84.00%,n/a
2022-01-01,Alberta,18 years and older,"3,052,288","2,934,123",n/a,88.00%,84.60%,n/a
2022-01-01,British Columbia,Total population,"4,375,218","4,091,526",n/a,83.90%,78.50%,n/a
2022-01-01,British Columbia,5 years and older,"4,375,218","4,091,526",n/a,87.70%,82.00%,n/a
2022-01-01,British Columbia,12 years and older,"4,241,976","4,091,318",n/a,91.30%,88.10%,n/a
2022-01-01,British Columbia,18 years and older,"3,973,724","3,836,558",n/a,91.50%,88.40%,n/a
2022-01-01,Yukon,Total population,"35,887","32,905",n/a,83.20%,76.30%,n/a
2022-01-01,Yukon,5 years and older,"35,767","32,816",n/a,87.50%,80.30%,n/a
2022-01-01,Yukon,12 years and older,"34,139","32,816",n/a,90.90%,87.40%,n/a
2022-01-01,Yukon,18 years and older,"31,910","30,730",n/a,91.50%,88.10%,n/a
2022-01-01,Northwest Territories,Total population,"34,251","31,163",n/a,78.80%,71.70%,n/a
2022-01-01,Northwest Territories,5 years and older,"34,109","31,050",n/a,83.90%,76.30%,n/a
2022-01-01,Northwest Territories,12 years and older,"32,005","31,050",n/a,87.50%,84.90%,n/a
2022-01-01,Northwest Territories,18 years and older,"29,103","28,303",n/a,87.70%,85.30%,n/a
2022-01-01,Nunavut,Total population,"30,510","25,330",n/a,77.40%,64.30%,n/a
2022-01-01,Nunavut,5 years and older,"30,355","25,191",n/a,85.90%,71.30%,n/a
2022-01-01,Nunavut,12 years and older,"27,679","25,191",n/a,94.10%,85.60%,n/a
2022-01-01,Nunavut,18 years and older,"24,003","22,043",n/a,96.10%,88.20%,n/a
2022-01-08,Canada,Total population,"31,723,427","29,494,228",n/a,81.50%,75.80%,n/a
2022-01-08,Canada,5 years and older,"31,718,403","29,491,190",n/a,85.60%,79.60%,n/a
2022-01-08,Canada,12 years and older,"30,327,635","29,400,648",n/a,88.80%,86.10%,n/a
2022-01-08,Canada,18 years and older,"28,173,677","27,358,871",n/a,89.10%,86.50%,n/a
2022-01-08,Newfoundland and Labrador,Total population,"488,197","448,695",n/a,92.80%,85.30%,n/a
2022-01-08,Newfoundland and Labrador,5 years and older,"488,167","448,684",n/a,96.40%,88.60%,n/a
2022-01-08,Newfoundland and Labrador,12 years and older,"463,346","448,644",n/a,97.80%,94.70%,n/a
2022-01-08,Newfoundland and Labrador,18 years and older,"430,830","417,858",n/a,97.60%,94.60%,n/a
2022-01-08,Prince Edward Island,Total population,"144,607","134,379",n/a,84.70%,78.70%,n/a
2022-01-08,Prince Edward Island,5 years and older,"144,370","134,208",n/a,88.40%,82.20%,n/a
2022-01-08,Prince Edward Island,12 years and older,"138,837","134,208",n/a,91.70%,88.70%,n/a
2022-01-08,Prince Edward Island,18 years and older,"129,084","125,026",n/a,92.20%,89.30%,n/a
2022-01-08,Nova Scotia,Total population,"875,792","804,855",n/a,85.90%,78.90%,n/a
2022-01-08,Nova Scotia,5 years and older,"875,789","804,855",n/a,89.50%,82.30%,n/a
2022-01-08,Nova Scotia,12 years and older,"835,092","804,820",n/a,91.70%,88.40%,n/a
2022-01-08,Nova Scotia,18 years and older,"778,350","751,234",n/a,91.50%,88.30%,n/a
2022-01-08,New Brunswick,Total population,"683,699","627,773",n/a,84.20%,77.30%,n/a
2022-01-08,New Brunswick,5 years and older,"683,368","627,536",n/a,87.80%,80.60%,n/a
2022-01-08,New Brunswick,12 years and older,"655,673","627,473",n/a,90.60%,86.70%,n/a
2022-01-08,New Brunswick,18 years and older,"612,136","586,280",n/a,90.90%,87.10%,n/a
2022-01-08,Quebec,Total population,"7,272,977","6,754,031",n/a,83.60%,77.70%,n/a
2022-01-08,Quebec,5 years and older,"7,272,795","6,754,031",n/a,87.90%,81.60%,n/a
2022-01-08,Quebec,12 years and older,"6,899,319","6,732,369",n/a,90.50%,88.30%,n/a
2022-01-08,Quebec,18 years and older,"6,417,635","6,278,928",n/a,90.70%,88.70%,n/a
2022-01-08,Ontario,Total population,"12,221,966","11,424,776",n/a,80.90%,75.60%,n/a
2022-01-08,Ontario,5 years and older,"12,218,679","11,422,855",n/a,84.90%,79.40%,n/a
2022-01-08,Ontario,12 years and older,"11,720,191","11,387,949",n/a,88.10%,85.60%,n/a
2022-01-08,Ontario,18 years and older,"10,894,131","10,598,979",n/a,88.30%,85.90%,n/a
2022-01-08,Manitoba,Total population,"1,128,297","1,039,309",n/a,80.10%,73.80%,n/a
2022-01-08,Manitoba,5 years and older,"1,128,240","1,039,298",n/a,85.00%,78.30%,n/a
2022-01-08,Manitoba,12 years and older,"1,065,393","1,037,110",n/a,88.70%,86.40%,n/a
2022-01-08,Manitoba,18 years and older,"979,632","955,949",n/a,89.30%,87.10%,n/a
2022-01-08,Saskatchewan,Total population,"933,280","858,571",n/a,78.10%,71.90%,n/a
2022-01-08,Saskatchewan,5 years and older,"932,840","858,232",n/a,83.10%,76.40%,n/a
2022-01-08,Saskatchewan,12 years and older,"880,500","843,860",n/a,87.10%,83.40%,n/a
2022-01-08,Saskatchewan,18 years and older,"805,257","773,689",n/a,87.60%,84.10%,n/a
2022-01-08,Alberta,Total population,"3,473,133","3,210,508",n/a,76.40%,70.70%,n/a
2022-01-08,Alberta,5 years and older,"3,473,114","3,210,507",n/a,81.00%,74.90%,n/a
2022-01-08,Alberta,12 years and older,"3,326,029","3,193,555",n/a,85.60%,82.10%,n/a
2022-01-08,Alberta,18 years and older,"3,060,787","2,943,061",n/a,86.10%,82.80%,n/a
2022-01-08,British Columbia,Total population,"4,400,247","4,101,646",n/a,82.70%,77.10%,n/a
2022-01-08,British Columbia,5 years and older,"4,400,247","4,101,646",n/a,86.30%,80.50%,n/a
2022-01-08,British Columbia,12 years and older,"4,249,248","4,101,322",n/a,89.60%,86.50%,n/a
2022-01-08,British Columbia,18 years and older,"3,980,673","3,846,530",n/a,89.80%,86.80%,n/a
2022-01-08,Yukon,Total population,"36,052","32,978",n/a,82.00%,75.00%,n/a
2022-01-08,Yukon,5 years and older,"35,912","32,879",n/a,86.10%,78.80%,n/a
2022-01-08,Yukon,12 years and older,"34,143","32,879",n/a,89.10%,85.80%,n/a
2022-01-08,Yukon,18 years and older,"31,913","30,789",n/a,89.60%,86.40%,n/a
2022-01-08,Northwest Territories,Total population,"34,377","31,234",n/a,78.80%,71.60%,n/a
2022-01-08,Northwest Territories,5 years and older,"34,233","31,124",n/a,83.60%,76.00%,n/a
2022-01-08,Northwest Territories,12 years and older,"32,046","31,124",n/a,86.60%,84.20%,n/a
2022-01-08,Northwest Territories,18 years and older,"29,133","28,370",n/a,86.90%,84.60%,n/a
2022-01-08,Nunavut,Total population,"30,803","25,473",n/a,76.00%,62.90%,n/a
2022-01-08,Nunavut,5 years and older,"30,649","25,335",n/a,84.20%,69.60%,n/a
2022-01-08,Nunavut,12 years and older,"27,818","25,335",n/a,91.00%,82.90%,n/a
2022-01-08,Nunavut,18 years and older,"24,116","22,178",n/a,92.90%,85.50%,n/a
2022-01-15,Canada,Total population,"31,892,293","29,630,313",n/a,81.90%,76.10%,n/a
2022-01-15,Canada,5 years and older,"31,886,685","29,627,229",n/a,86.10%,80.00%,n/a
2022-01-15,Canada,12 years and older,"30,417,354","29,483,102",n/a,89.10%,86.40%,n/a
2022-01-15,Canada,18 years and older,"28,258,729","27,438,804",n/a,89.40%,86.80%,n/a
2022-01-15,Newfoundland and Labrador,Total population,"488,197","448,695",n/a,92.80%,85.30%,n/a
2022-01-15,Newfoundland and Labrador,5 years and older,"488,167","448,684",n/a,96.40%,88.60%,n/a
2022-01-15,Newfoundland and Labrador,12 years and older,"463,346","448,644",n/a,97.80%,94.70%,n/a
2022-01-15,Newfoundland and Labrador,18 years and older,"430,830","417,858",n/a,97.60%,94.60%,n/a
2022-01-15,Prince Edward Island,Total population,"146,361","134,815",n/a,85.70%,79.00%,n/a
2022-01-15,Prince Edward Island,5 years and older,"146,111","134,632",n/a,89.50%,82.40%,n/a
2022-01-15,Prince Edward Island,12 years and older,"139,292","134,632",n/a,92.00%,88.90%,n/a
2022-01-15,Prince Edward Island,18 years and older,"129,523","125,445",n/a,92.50%,89.60%,n/a
2022-01-15,Nova Scotia,Total population,"880,861","808,069",n/a,86.40%,79.20%,n/a
2022-01-15,Nova Scotia,5 years and older,"880,860","808,069",n/a,90.10%,82.60%,n/a
2022-01-15,Nova Scotia,12 years and older,"838,375","808,051",n/a,92.00%,88.70%,n/a
2022-01-15,Nova Scotia,18 years and older,"781,558","754,350",n/a,91.80%,88.60%,n/a
2022-01-15,New Brunswick,Total population,"687,078","629,476",n/a,84.60%,77.50%,n/a
2022-01-15,New Brunswick,5 years and older,"686,761","629,259",n/a,88.20%,80.80%,n/a
2022-01-15,New Brunswick,12 years and older,"657,666","629,162",n/a,90.90%,87.00%,n/a
2022-01-15,New Brunswick,18 years and older,"614,106","587,986",n/a,91.20%,87.30%,n/a
2022-01-15,Quebec,Total population,"7,304,123","6,773,886",n/a,84.00%,77.90%,n/a
2022-01-15,Quebec,5 years and older,"7,303,932","6,773,886",n/a,88.30%,81.90%,n/a
2022-01-15,Quebec,12 years and older,"6,920,024","6,746,420",n/a,90.80%,88.50%,n/a
2022-01-15,Quebec,18 years and older,"6,436,893","6,292,291",n/a,90.90%,88.90%,n/a
2022-01-15,Ontario,Total population,"12,295,318","11,494,488",n/a,81.40%,76.10%,n/a
2022-01-15,Ontario,5 years and older,"12,291,868","11,492,667",n/a,85.40%,79.80%,n/a
2022-01-15,Ontario,12 years and older,"11,758,617","11,421,720",n/a,88.40%,85.80%,n/a
2022-01-15,Ontario,18 years and older,"10,930,341","10,631,744",n/a,88.60%,86.20%,n/a
2022-01-15,Manitoba,Total population,"1,133,742","1,043,292",n/a,80.50%,74.00%,n/a
2022-01-15,Manitoba,5 years and older,"1,133,680","1,043,281",n/a,85.40%,78.60%,n/a
2022-01-15,Manitoba,12 years and older,"1,067,616","1,039,553",n/a,88.90%,86.60%,n/a
2022-01-15,Manitoba,18 years and older,"981,652","958,191",n/a,89.50%,87.30%,n/a
2022-01-15,Saskatchewan,Total population,"939,083","868,183",n/a,78.60%,72.70%,n/a
2022-01-15,Saskatchewan,5 years and older,"938,663","867,860",n/a,83.60%,77.30%,n/a
2022-01-15,Saskatchewan,12 years and older,"883,149","847,061",n/a,87.30%,83.70%,n/a
2022-01-15,Saskatchewan,18 years and older,"807,794","776,612",n/a,87.80%,84.50%,n/a
2022-01-15,Alberta,Total population,"3,491,701","3,224,933",n/a,76.90%,71.00%,n/a
2022-01-15,Alberta,5 years and older,"3,491,230","3,224,742",n/a,81.50%,75.20%,n/a
2022-01-15,Alberta,12 years and older,"3,335,042","3,204,207",n/a,85.80%,82.40%,n/a
2022-01-15,Alberta,18 years and older,"3,069,887","2,953,538",n/a,86.40%,83.10%,n/a
2022-01-15,British Columbia,Total population,"4,424,104","4,114,368",n/a,83.20%,77.30%,n/a
2022-01-15,British Columbia,5 years and older,"4,424,104","4,114,368",n/a,86.80%,80.70%,n/a
2022-01-15,British Columbia,12 years and older,"4,259,947","4,113,903",n/a,89.80%,86.70%,n/a
2022-01-15,British Columbia,18 years and older,"3,990,777","3,859,109",n/a,90.10%,87.10%,n/a
2022-01-15,Yukon,Total population,"36,090","33,056",n/a,82.10%,75.20%,n/a
2022-01-15,Yukon,5 years and older,"35,978","32,975",n/a,86.20%,79.00%,n/a
2022-01-15,Yukon,12 years and older,"34,185","32,975",n/a,89.20%,86.10%,n/a
2022-01-15,Yukon,18 years and older,"31,927","30,862",n/a,89.60%,86.60%,n/a
2022-01-15,Northwest Territories,Total population,"34,516","31,330",n/a,79.10%,71.80%,n/a
2022-01-15,Northwest Territories,5 years and older,"34,356","31,212",n/a,83.90%,76.20%,n/a
2022-01-15,Northwest Territories,12 years and older,"32,104","31,204",n/a,86.80%,84.40%,n/a
2022-01-15,Northwest Territories,18 years and older,"29,181","28,440",n/a,87.10%,84.80%,n/a
2022-01-15,Nunavut,Total population,"31,119","25,722",n/a,76.80%,63.50%,n/a
2022-01-15,Nunavut,5 years and older,"30,975","25,594",n/a,85.10%,70.30%,n/a
2022-01-15,Nunavut,12 years and older,"27,991","25,570",n/a,91.60%,83.70%,n/a
2022-01-15,Nunavut,18 years and older,"24,260","22,378",n/a,93.50%,86.20%,n/a
2022-01-22,Canada,Total population,"32,034,479","29,812,612",n/a,82.30%,76.60%,n/a
2022-01-22,Canada,5 years and older,"32,028,677","29,809,511",n/a,86.50%,80.50%,n/a
2022-01-22,Canada,12 years and older,"30,499,579","29,562,388",n/a,89.30%,86.60%,n/a
2022-01-22,Canada,18 years and older,"28,339,682","27,517,910",n/a,89.60%,87.00%,n/a
2022-01-22,Newfoundland and Labrador,Total population,"493,587","452,482",n/a,93.80%,86.00%,n/a
2022-01-22,Newfoundland and Labrador,5 years and older,"493,557","452,472",n/a,97.50%,89.30%,n/a
2022-01-22,Newfoundland and Labrador,12 years and older,"466,158","451,377",n/a,98.40%,95.30%,n/a
2022-01-22,Newfoundland and Labrador,18 years and older,"433,326","420,137",n/a,98.10%,95.20%,n/a
2022-01-22,Prince Edward Island,Total population,"147,553","135,762",n/a,86.40%,79.50%,n/a
2022-01-22,Prince Edward Island,5 years and older,"147,307","135,573",n/a,90.20%,83.00%,n/a
2022-01-22,Prince Edward Island,12 years and older,"139,777","135,110",n/a,92.30%,89.30%,n/a
2022-01-22,Prince Edward Island,18 years and older,"129,976","125,886",n/a,92.80%,89.90%,n/a
2022-01-22,Nova Scotia,Total population,"884,139","809,892",n/a,86.70%,79.40%,n/a
2022-01-22,Nova Scotia,5 years and older,"884,135","809,892",n/a,90.40%,82.80%,n/a
2022-01-22,Nova Scotia,12 years and older,"841,355","809,873",n/a,92.40%,88.90%,n/a
2022-01-22,Nova Scotia,18 years and older,"787,794","759,881",n/a,92.60%,89.30%,n/a
2022-01-22,New Brunswick,Total population,"690,380","632,058",n/a,85.00%,77.80%,n/a
2022-01-22,New Brunswick,5 years and older,"689,994","631,781",n/a,88.60%,81.10%,n/a
2022-01-22,New Brunswick,12 years and older,"659,741","630,682",n/a,91.20%,87.20%,n/a
2022-01-22,New Brunswick,18 years and older,"616,120","589,504",n/a,91.50%,87.60%,n/a
2022-01-22,Quebec,Total population,"7,330,275","6,826,930",n/a,84.30%,78.50%,n/a
2022-01-22,Quebec,5 years and older,"7,330,088","6,826,930",n/a,88.60%,82.50%,n/a
2022-01-22,Quebec,12 years and older,"6,938,797","6,762,244",n/a,91.00%,88.70%,n/a
2022-01-22,Quebec,18 years and older,"6,454,546","6,306,585",n/a,91.20%,89.10%,n/a
2022-01-22,Ontario,Total population,"12,353,617","11,569,006",n/a,81.80%,76.60%,n/a
2022-01-22,Ontario,5 years and older,"12,350,085","11,567,263",n/a,85.80%,80.40%,n/a
2022-01-22,Ontario,12 years and older,"11,792,015","11,452,701",n/a,88.60%,86.10%,n/a
2022-01-22,Ontario,18 years and older,"10,961,920","10,661,718",n/a,88.90%,86.40%,n/a
2022-01-22,Manitoba,Total population,"1,138,415","1,050,794",n/a,80.80%,74.60%,n/a
2022-01-22,Manitoba,5 years and older,"1,138,356","1,050,783",n/a,85.70%,79.10%,n/a
2022-01-22,Manitoba,12 years and older,"1,069,814","1,041,837",n/a,89.10%,86.80%,n/a
2022-01-22,Manitoba,18 years and older,"983,647","960,308",n/a,89.70%,87.50%,n/a
2022-01-22,Saskatchewan,Total population,"943,741","877,068",n/a,79.00%,73.40%,n/a
2022-01-22,Saskatchewan,5 years and older,"943,295","876,718",n/a,84.00%,78.10%,n/a
2022-01-22,Saskatchewan,12 years and older,"885,168","849,391",n/a,87.50%,84.00%,n/a
2022-01-22,Saskatchewan,18 years and older,"809,692","778,786",n/a,88.00%,84.70%,n/a
2022-01-22,Alberta,Total population,"3,507,630","3,241,955",n/a,77.20%,71.40%,n/a
2022-01-22,Alberta,5 years and older,"3,507,146","3,241,773",n/a,81.80%,75.60%,n/a
